carat,cut,color,clarity,depth,table,price,x,y,z
0.9,4,2,2,63.3,55.0,4545,6.18,6.12,3.89
1.25,4,3,6,60.2,58.0,11589,6.97,7.04,4.22
0.31,3,2,5,62.3,59.0,802,4.34,4.29,2.69
0.38,2,4,1,60.0,60.0,1064,4.71,4.76,2.84
0.7,2,6,2,62.0,55.0,1815,5.69,5.73,3.54
1.01,1,0,3,63.8,61.0,3671,6.13,6.06,3.89
0.3,2,3,4,62.2,55.0,776,4.31,4.28,2.67
0.41,1,3,2,63.4,57.0,671,4.7,4.73,2.99
0.3,2,0,5,60.9,57.0,857,4.34,4.36,2.65
0.91,4,0,2,60.2,60.0,4466,6.22,6.27,3.76
0.51,2,1,2,61.5,57.0,1682,5.11,5.16,3.16
2.5,0,6,3,66.9,58.0,14652,8.36,8.22,5.55
0.41,2,0,5,62.8,55.0,1076,4.73,4.7,2.96
0.97,1,6,5,60.0,56.0,3717,6.4,6.46,3.86
1.7,2,5,5,61.7,56.0,11360,7.72,7.64,4.74
0.57,2,4,2,61.8,57.0,1397,5.32,5.36,3.3
0.6,1,3,2,65.3,56.0,1350,5.21,5.26,3.42
0.52,2,0,4,60.4,56.0,2146,5.24,5.26,3.17
1.02,4,3,4,62.0,59.0,6126,6.39,6.45,3.98
0.32,3,4,4,61.6,59.0,672,4.39,4.37,2.7
1.15,4,3,5,62.9,58.0,6831,6.62,6.7,4.19
0.58,2,5,6,62.1,56.0,1805,5.34,5.32,3.31
1.5,3,0,3,61.9,58.0,8649,7.34,7.27,4.52
1.0,4,1,2,61.2,60.0,5351,6.39,6.42,3.92
0.25,0,2,3,54.4,64.0,1013,4.3,4.23,2.32
1.26,2,4,4,61.4,56.0,7691,7.01,6.97,4.29
0.31,2,3,4,61.5,56.0,802,4.43,4.39,2.71
1.01,2,3,5,63.0,57.0,6027,6.42,6.35,4.02
1.73,3,2,3,61.5,60.0,9494,7.75,7.66,4.74
1.0,3,2,2,60.7,60.0,5197,6.36,6.4,3.87
0.52,3,3,4,61.7,56.0,1815,5.21,5.17,3.2
0.51,3,0,5,59.7,58.0,1882,5.24,5.18,3.11
1.22,3,6,3,62.2,60.0,4132,6.89,6.77,4.25
1.01,2,4,3,62.0,57.0,4825,6.4,6.43,3.98
0.7,4,2,3,63.4,58.0,1883,5.62,5.58,3.55
0.7,1,5,5,57.1,61.0,2010,5.9,5.93,3.38
0.34,2,4,5,62.2,56.0,537,4.48,4.53,2.8
1.01,1,0,3,64.0,56.0,4234,6.25,6.29,4.01
1.01,3,1,4,62.9,60.0,7839,6.36,6.32,3.99
1.37,2,6,2,62.1,55.0,6339,7.13,7.16,4.44
1.53,4,4,3,61.4,60.0,7991,7.36,7.43,4.54
0.41,1,3,6,61.0,61.0,986,4.77,4.8,2.92
1.52,0,4,0,64.9,58.0,3504,7.18,7.13,4.65
0.5,4,3,3,63.3,57.0,1063,5.03,4.99,3.17
0.9,4,0,2,62.4,63.0,3812,6.13,6.04,3.8
0.3,3,2,3,62.2,58.0,506,4.33,4.22,2.66
0.3,2,3,6,61.7,55.0,1013,4.34,4.32,2.67
0.51,2,1,5,61.6,55.0,1985,5.15,5.2,3.19
1.04,3,1,3,60.1,58.0,3392,6.65,6.56,3.97
0.8,2,1,5,62.2,57.0,3648,5.95,5.98,3.71
0.31,4,1,2,59.1,59.0,544,4.42,4.44,2.62
1.0,3,2,2,62.1,59.0,5152,6.39,6.36,3.96
0.34,2,0,4,62.6,56.0,961,4.52,4.49,2.82
1.5,3,2,5,61.5,58.0,14586,7.32,7.34,4.51
1.03,2,3,4,62.0,54.8,6913,6.46,6.5,4.02
0.41,3,3,6,60.0,59.0,1230,4.84,4.83,2.9
1.01,4,2,3,60.8,63.0,3945,6.32,6.38,3.86
0.71,3,5,4,61.9,58.0,2104,5.76,5.71,3.55
1.5,1,5,7,63.3,58.0,9909,7.24,7.27,4.59
2.01,3,5,2,62.4,61.0,15707,8.01,7.99,4.99
0.34,4,5,2,59.2,61.0,447,4.57,4.58,2.71
0.74,2,2,4,62.3,57.0,3170,5.79,5.77,3.6
0.9,1,5,5,62.4,65.0,3162,6.09,6.12,3.81
1.09,2,2,1,61.4,55.0,11846,6.61,6.68,4.09
0.51,4,3,4,62.9,58.0,1656,5.05,5.1,3.19
0.3,1,2,3,63.5,57.0,394,4.22,4.25,2.69
0.75,4,1,4,61.5,54.0,3314,5.88,5.82,3.6
0.32,3,2,5,59.5,61.0,828,4.46,4.42,2.64
0.9,4,1,3,61.6,58.0,3715,6.18,6.23,3.82
0.6,3,1,4,61.0,61.0,1875,5.46,5.39,3.31
1.21,2,3,4,62.7,54.0,9323,6.8,6.82,4.27
1.12,3,1,0,61.0,59.0,3942,6.7,6.74,4.1
0.38,2,2,2,60.4,57.0,844,4.7,4.74,2.85
1.01,1,4,2,60.6,61.0,4242,6.35,6.39,3.86
0.25,2,2,5,62.8,57.0,436,3.98,4.01,2.51
1.56,4,5,4,58.2,59.0,10523,7.65,7.7,4.47
0.39,2,2,6,61.8,55.0,1124,4.69,4.73,2.91
0.53,4,3,2,63.4,54.0,1161,5.09,5.13,3.24
0.63,3,2,5,61.0,61.0,2211,5.6,5.49,3.38
1.0,3,1,3,59.9,55.0,3612,6.48,6.4,3.86
0.71,2,2,2,59.8,53.0,2838,5.86,5.82,3.49
0.32,2,3,5,59.8,57.0,561,4.43,4.46,2.66
1.0,3,3,5,61.6,54.0,6216,6.49,6.46,3.99
2.01,3,0,3,62.7,58.0,16776,8.06,7.99,5.03
0.3,4,4,2,62.6,58.0,421,4.22,4.28,2.66
0.9,4,0,2,63.2,62.0,3997,6.13,6.06,3.85
0.94,3,3,3,63.0,59.0,3099,6.16,6.1,3.86
0.71,2,3,2,61.3,55.0,3007,5.73,5.79,3.53
0.35,2,2,5,62.4,57.0,706,4.5,4.51,2.81
0.56,2,1,5,60.9,56.0,1915,5.35,5.32,3.25
0.42,2,1,5,62.4,55.0,958,4.79,4.8,2.99
0.3,3,3,4,62.5,59.0,787,4.32,4.25,2.68
0.4,2,2,5,62.0,57.0,842,4.68,4.74,2.92
0.4,3,0,5,61.7,59.0,1050,4.76,4.73,2.93
1.0,3,2,2,61.6,60.0,5292,6.41,6.31,3.9
1.23,2,6,5,61.7,57.0,5763,6.87,6.8,4.22
1.01,4,2,5,63.1,56.0,6267,6.41,6.37,4.03
0.95,4,3,4,59.9,58.0,5572,6.37,6.41,3.83
1.55,3,5,3,58.2,59.0,8069,7.73,7.63,4.47
1.05,2,0,3,61.9,56.0,5110,6.5,6.53,4.03
0.42,4,2,2,63.3,56.0,926,4.79,4.75,3.02
0.31,4,4,6,61.3,56.0,651,4.35,4.38,2.67
0.26,2,5,4,61.9,56.0,358,4.08,4.16,2.55
0.59,2,5,6,61.6,55.0,1698,5.4,5.45,3.34
0.65,1,5,4,61.1,61.7,1744,5.55,5.59,3.4
2.26,2,5,2,62.4,57.0,16904,8.43,8.37,5.24
0.67,3,3,5,61.0,61.0,2050,5.66,5.61,3.44
0.3,3,1,2,61.3,60.0,675,4.31,4.27,2.63
0.52,1,1,5,58.3,61.0,1673,5.26,5.31,3.08
0.7,1,1,5,60.3,60.0,3115,5.69,5.75,3.45
0.37,3,0,6,61.4,58.0,1142,4.65,4.63,2.85
4.01,3,6,0,62.5,62.0,15223,10.02,9.94,6.24
0.7,2,3,4,60.6,57.0,3384,5.73,5.79,3.5
0.46,2,4,6,62.4,53.4,1338,4.95,5.01,3.1
0.38,3,5,2,60.5,58.0,746,4.72,4.67,2.84
0.46,2,3,1,62.1,56.0,1733,4.96,4.93,3.07
0.71,3,1,2,61.7,61.0,2629,5.76,5.74,3.55
0.25,2,1,5,62.1,57.0,535,4.01,4.05,2.5
1.15,3,4,3,62.9,56.0,4959,6.7,6.59,4.18
0.71,2,5,7,61.4,58.0,2559,5.7,5.76,3.52
0.5,3,0,3,62.2,58.0,1279,5.14,5.08,3.18
0.53,4,0,3,62.9,54.0,1314,5.13,5.17,3.24
0.38,2,2,6,62.0,54.7,1101,4.62,4.67,2.88
0.34,3,3,5,61.6,58.0,596,4.45,4.51,2.76
0.7,2,5,6,61.4,55.0,2489,5.7,5.76,3.52
0.52,3,1,5,60.7,58.0,1689,5.17,5.21,3.15
2.01,4,6,2,59.3,62.0,12257,8.15,8.2,4.85
0.9,3,2,5,61.9,55.0,4536,6.25,6.23,3.86
0.5,1,5,4,61.2,61.0,1193,5.03,5.06,3.09
0.61,1,5,5,63.4,55.0,1303,5.42,5.46,3.45
1.0,0,6,3,69.9,61.0,2117,6.13,5.86,4.23
0.52,2,4,4,62.0,56.0,1598,5.14,5.2,3.21
0.3,2,5,4,62.5,57.0,473,4.29,4.32,2.69
0.31,2,3,2,62.2,55.0,462,4.35,4.36,2.71
0.33,3,5,5,60.6,58.0,594,4.47,4.44,2.7
1.41,3,0,7,60.8,57.0,17216,7.28,7.23,4.41
1.7,3,4,3,62.1,56.0,7673,7.66,7.55,4.72
0.51,1,2,5,63.7,56.0,1574,5.05,5.03,3.21
0.3,2,0,7,61.6,57.0,814,4.31,4.32,2.66
0.3,3,0,5,60.9,58.0,710,4.32,4.35,2.64
1.53,4,5,2,63.1,56.0,7797,7.32,7.26,4.6
1.71,4,4,2,59.5,59.0,12791,7.78,7.81,4.64
0.31,3,3,5,61.5,60.0,544,4.31,4.34,2.66
0.53,2,0,3,61.4,56.0,1412,5.24,5.22,3.21
0.41,4,3,4,60.5,57.0,899,4.81,4.85,2.92
0.33,2,1,7,61.0,54.0,741,4.49,4.52,2.75
0.9,2,4,4,61.2,57.0,4064,6.28,6.24,3.83
0.7,4,3,4,62.8,58.0,2613,5.62,5.68,3.55
0.31,2,5,6,62.8,55.0,732,4.36,4.33,2.73
0.37,3,2,5,61.9,58.0,746,4.54,4.6,2.83
0.93,3,2,3,60.0,60.0,3333,6.36,6.31,3.8
0.3,3,0,3,62.9,58.0,574,4.29,4.26,2.69
1.77,4,0,2,59.2,61.0,14561,7.86,7.98,4.69
0.32,2,3,6,62.0,57.0,1080,4.42,4.38,2.73
0.24,4,5,6,62.3,57.0,336,3.95,3.98,2.47
0.26,4,2,7,59.9,59.0,597,4.12,4.2,2.49
0.72,4,1,2,63.1,60.0,2608,5.65,5.7,3.58
0.5,1,0,2,63.2,57.0,1436,5.02,5.07,3.19
0.56,2,2,7,61.3,57.0,2554,5.31,5.35,3.26
0.35,2,1,5,61.7,55.0,984,4.57,4.54,2.81
0.27,4,1,4,62.9,56.0,470,4.12,4.15,2.6
0.54,2,2,3,62.0,54.0,1098,5.23,5.28,3.26
0.5,4,0,4,59.8,58.0,1893,5.12,5.14,3.07
0.78,2,4,3,61.9,54.0,2012,5.89,5.85,3.63
1.0,4,4,3,61.6,58.0,4172,6.43,6.47,3.97
0.73,2,5,5,61.7,55.0,2453,5.79,5.82,3.58
0.34,2,2,3,60.1,56.0,447,4.54,4.55,2.73
1.05,3,4,2,60.2,62.0,5139,6.57,6.52,3.94
0.42,2,3,1,62.6,53.0,1289,4.79,4.82,3.01
0.9,0,0,3,66.9,57.0,2885,6.02,5.9,3.99
1.35,3,4,5,61.5,58.0,8062,7.15,7.09,4.38
1.01,1,0,3,57.6,62.0,4260,6.56,6.66,3.81
1.06,1,1,3,58.8,61.0,4257,6.63,6.67,3.91
0.71,2,2,3,62.2,56.0,2173,5.76,5.7,3.56
0.36,3,4,7,60.6,58.0,932,4.6,4.58,2.78
0.74,4,1,3,59.1,60.0,2728,5.88,5.93,3.49
2.02,1,6,2,63.5,60.0,12798,7.93,7.98,5.05
0.34,4,5,2,61.3,61.0,447,4.45,4.49,2.74
0.41,3,1,4,60.6,59.0,1079,4.77,4.8,2.9
0.4,2,1,2,61.8,56.0,737,4.71,4.74,2.92
0.34,4,2,2,60.9,60.0,551,4.52,4.55,2.76
0.34,2,1,2,62.0,57.0,596,4.46,4.48,2.77
0.59,4,2,2,63.0,56.0,1424,5.3,5.34,3.35
1.3,3,5,4,62.2,59.0,6806,6.91,6.97,4.32
0.33,3,0,3,60.7,56.0,631,4.46,4.43,2.7
1.16,3,3,7,60.0,59.0,9146,6.89,6.82,4.11
0.3,3,6,4,61.9,56.0,506,4.32,4.28,2.66
1.03,2,1,4,61.9,57.0,8629,6.46,6.44,4.0
2.03,1,5,3,63.8,63.0,9651,7.89,7.84,5.02
0.93,3,0,3,62.6,57.0,4140,6.26,6.2,3.9
1.53,3,4,2,62.0,60.0,7608,7.31,7.27,4.55
1.01,4,2,5,60.5,59.0,6944,6.51,6.54,3.95
0.71,2,3,6,62.8,56.0,3254,5.71,5.76,3.6
0.55,2,3,7,62.3,53.0,1799,5.27,5.29,3.29
1.11,3,3,3,58.8,59.0,4692,6.8,6.76,3.99
1.03,2,3,5,61.8,56.0,6557,6.47,6.5,4.01
0.78,2,2,2,61.3,56.0,3362,5.92,6.0,3.64
1.23,2,3,7,60.3,57.0,10304,6.98,6.97,4.21
0.33,3,3,7,60.9,59.0,965,4.49,4.45,2.72
0.3,2,2,1,62.3,55.0,886,4.29,4.31,2.68
0.5,0,4,5,62.4,69.0,1122,5.07,4.99,3.14
0.55,4,3,5,61.6,56.0,1563,5.26,5.3,3.25
0.38,2,2,5,62.0,54.0,796,4.64,4.69,2.89
0.55,2,3,4,62.2,54.3,2025,5.24,5.27,3.27
0.57,2,1,2,61.8,57.0,1728,5.33,5.28,3.28
1.2,2,5,2,63.5,61.0,5376,6.75,6.71,4.27
1.76,3,1,3,62.1,58.0,9580,7.7,7.62,4.74
1.07,3,0,3,62.4,61.0,4949,6.51,6.48,4.05
0.41,4,1,2,63.3,57.0,953,4.72,4.67,2.98
0.33,2,3,6,62.0,56.0,868,4.45,4.48,2.77
0.39,2,1,4,62.3,57.0,1026,4.64,4.67,2.9
0.31,4,4,4,63.1,58.0,698,4.3,4.26,2.7
0.5,4,4,5,62.9,58.0,1337,5.08,5.1,3.2
0.41,2,4,2,62.4,53.0,722,4.78,4.81,2.99
0.3,2,6,4,59.7,57.0,506,4.4,4.37,2.62
0.53,4,1,3,58.3,62.0,1160,5.3,5.36,3.11
0.35,4,4,7,63.0,55.0,706,4.48,4.5,2.83
0.3,2,2,5,60.7,57.0,605,4.29,4.34,2.62
0.72,2,1,5,61.4,56.0,3601,5.78,5.8,3.55
0.7,4,2,5,62.4,56.0,2473,5.63,5.66,3.52
0.31,2,4,7,62.2,55.0,802,4.36,4.35,2.71
1.13,2,1,2,62.2,55.0,6682,6.69,6.66,4.15
0.59,2,2,5,61.0,56.0,1828,5.41,5.44,3.31
0.75,4,1,2,61.1,59.0,3005,5.85,5.9,3.59
1.15,3,3,2,62.6,58.0,5851,6.71,6.65,4.18
0.31,4,4,7,62.4,58.0,625,4.28,4.31,2.68
0.91,3,1,4,62.9,56.0,5228,6.21,6.13,3.88
2.06,3,5,3,62.7,60.0,13198,8.11,8.06,5.07
1.5,3,3,3,61.8,59.0,9072,7.29,7.21,4.48
0.34,2,4,6,61.8,57.0,775,4.44,4.46,2.75
1.09,2,0,2,61.3,55.9,6532,6.61,6.65,4.06
2.36,3,4,3,59.4,58.0,18745,8.69,8.75,5.18
1.14,4,5,5,62.5,59.0,4785,6.63,6.66,4.15
1.2,2,2,4,60.7,57.0,9596,6.89,6.85,4.17
0.25,4,4,6,61.6,56.0,467,4.07,4.1,2.51
0.52,3,2,2,61.5,60.0,1280,5.16,5.15,3.17
0.6,2,2,5,58.6,60.0,1923,5.54,5.62,3.27
1.12,4,5,2,60.6,60.0,4312,6.73,6.77,4.09
0.52,4,0,4,62.6,59.0,1860,5.03,5.13,3.18
0.73,3,6,5,62.8,58.0,1654,5.77,5.71,3.6
0.5,2,3,2,62.1,56.0,1286,5.09,5.05,3.15
0.42,3,2,2,61.8,58.0,773,4.81,4.84,2.98
1.0,4,2,2,63.8,56.0,5030,6.25,6.29,4.0
2.03,2,6,2,62.6,55.0,13357,8.06,8.1,5.06
0.42,2,2,7,62.1,55.0,1142,4.79,4.81,2.98
0.91,2,1,3,60.8,56.0,3968,6.25,6.29,3.81
1.15,2,5,2,62.3,57.0,4925,6.74,6.67,4.18
2.5,0,4,3,64.9,58.0,13278,8.46,8.43,5.48
1.01,4,3,5,61.9,58.0,6047,6.37,6.42,3.96
2.01,1,6,2,63.6,59.0,12369,8.01,7.96,5.08
0.92,1,1,5,58.9,57.0,4406,6.35,6.38,3.75
0.35,2,1,1,61.4,56.0,1254,4.56,4.53,2.79
1.01,3,0,7,61.6,58.0,10797,6.44,6.39,3.95
1.03,2,1,3,61.7,55.0,5491,6.52,6.46,4.01
1.01,1,2,5,64.2,54.0,5616,6.24,6.31,4.03
0.33,3,0,5,60.8,60.0,762,4.52,4.46,2.73
0.76,4,4,1,62.6,57.0,3367,5.8,5.83,3.64
0.48,2,6,4,62.2,54.0,861,5.01,5.06,3.13
1.0,4,1,3,63.2,56.0,3763,6.4,6.32,4.02
1.21,3,4,3,60.0,60.0,5285,6.96,6.91,4.16
1.8,1,2,3,57.9,58.0,12196,8.08,8.13,4.69
1.02,4,1,7,60.3,58.0,8745,6.53,6.57,3.95
0.31,4,3,4,63.3,56.0,802,4.33,4.29,2.73
0.32,2,3,4,61.8,55.0,645,4.42,4.45,2.74
1.52,3,6,4,61.2,59.0,8216,7.36,7.39,4.51
0.59,2,0,1,60.9,57.0,4208,5.4,5.43,3.3
0.77,4,4,3,63.3,58.0,2293,5.78,5.76,3.65
1.01,0,1,5,64.8,59.0,4972,6.34,6.26,4.08
0.3,2,0,3,62.1,57.0,574,4.33,4.3,2.68
0.51,2,3,7,62.6,57.0,1974,5.12,5.1,3.2
1.01,4,2,5,62.3,59.0,6770,6.37,6.41,3.98
1.02,4,2,7,61.0,54.0,9043,6.53,6.58,4.0
0.5,3,1,5,58.6,60.0,1654,5.21,5.16,3.04
0.31,1,6,3,63.3,58.0,335,4.34,4.35,2.75
1.03,3,3,5,62.3,59.0,6327,6.42,6.38,3.99
1.29,2,2,3,61.7,54.0,6509,7.08,6.99,4.34
1.29,2,3,2,60.9,59.0,7463,6.99,7.04,4.27
0.5,4,0,5,61.2,56.0,1628,5.14,5.16,3.15
0.54,2,2,6,61.8,56.0,2882,5.23,5.26,3.24
0.88,2,0,3,62.2,56.0,3962,6.12,6.16,3.82
0.2,2,1,5,59.7,55.0,367,3.86,3.84,2.3
1.09,4,6,6,63.9,56.0,5588,6.47,6.51,4.15
0.38,2,3,3,61.7,56.0,587,4.64,4.67,2.87
1.11,2,1,1,61.8,55.0,15464,6.65,6.69,4.12
1.03,3,1,3,61.8,56.0,4730,6.5,6.47,4.01
1.2,0,5,0,66.2,55.0,3011,6.61,6.51,4.34
0.71,3,0,4,59.2,59.0,3718,5.9,5.85,3.48
1.2,4,5,2,63.1,61.0,4301,6.65,6.58,4.18
1.01,4,0,7,60.2,58.0,9965,6.51,6.57,3.94
0.58,3,1,2,62.7,58.0,1641,5.33,5.32,3.34
0.91,2,4,7,61.7,57.0,5411,6.21,6.23,3.84
1.29,2,6,2,61.6,57.0,6327,6.98,7.01,4.32
0.5,3,5,3,59.8,56.0,900,5.23,5.18,3.11
0.3,2,3,7,61.1,57.0,684,4.32,4.35,2.65
0.56,2,0,4,61.7,56.0,1924,5.3,5.33,3.28
0.55,3,2,2,60.7,57.0,1415,5.3,5.27,3.21
0.58,2,3,6,61.3,56.0,2256,5.36,5.4,3.3
1.06,0,6,3,61.0,66.0,2992,6.54,6.35,3.93
0.7,1,2,5,63.5,56.0,2212,5.64,5.45,3.52
1.31,2,5,5,61.7,55.0,6873,7.0,7.1,4.35
1.0,1,1,2,63.9,57.0,4573,6.31,6.34,4.04
0.72,3,4,5,60.7,59.0,2583,5.84,5.8,3.53
1.15,4,0,4,62.9,54.0,7978,6.72,6.69,4.22
0.38,3,2,2,62.7,58.0,898,4.62,4.6,2.89
0.91,1,1,5,56.3,64.0,4823,6.37,6.42,3.6
2.01,1,5,5,59.9,65.0,15729,8.19,8.14,4.89
0.41,1,3,4,63.3,62.0,847,4.67,4.71,2.97
0.72,0,4,3,65.9,57.0,2203,5.6,5.54,3.67
0.31,2,1,2,61.9,53.0,516,4.36,4.4,2.71
0.71,4,2,5,59.6,56.0,2994,5.84,5.88,3.49
0.36,4,4,5,61.0,60.0,568,4.55,4.6,2.79
0.31,2,2,5,62.6,57.0,802,4.33,4.27,2.69
1.01,3,3,2,62.5,60.0,4672,6.39,6.34,3.98
0.46,4,1,2,61.4,62.0,1042,4.92,4.95,3.03
0.44,3,1,5,60.4,59.0,1003,4.9,4.93,2.97
1.21,1,3,5,63.8,56.0,8099,6.74,6.67,4.28
1.21,2,5,5,62.3,58.0,5387,6.79,6.75,4.22
0.32,2,1,7,62.3,55.0,890,4.37,4.4,2.73
1.1,4,5,2,60.4,61.0,4235,6.69,6.73,4.05
0.24,4,1,6,63.1,55.0,485,3.96,4.0,2.51
1.04,4,2,4,63.0,56.0,7207,6.45,6.5,4.08
0.32,3,2,6,60.7,58.0,1235,4.4,4.43,2.68
1.5,3,1,5,61.9,57.0,14745,7.38,7.31,4.55
0.3,3,1,5,60.0,58.0,844,4.4,4.37,2.63
0.67,4,2,5,59.4,59.5,2309,5.7,5.76,3.4
0.24,3,0,6,61.5,60.0,710,4.0,3.97,2.45
0.7,0,3,2,63.1,57.0,2150,5.64,5.58,3.54
1.51,4,6,0,63.3,57.0,4600,7.31,7.23,4.6
0.32,4,3,4,62.4,58.0,645,4.35,4.4,2.73
0.52,3,5,6,63.0,58.0,1619,5.12,5.1,3.22
0.32,2,4,6,61.6,56.0,936,4.41,4.39,2.71
0.41,4,0,2,59.2,62.0,738,4.82,4.85,2.86
2.01,2,3,3,61.5,55.0,11602,8.15,8.11,5.0
0.85,2,3,2,62.1,56.0,3766,6.05,6.1,3.77
1.06,3,2,2,61.9,58.0,4862,6.58,6.53,4.06
0.9,1,4,0,57.4,63.0,1939,6.38,6.33,3.65
0.3,2,1,5,62.4,57.0,844,4.33,4.29,2.69
1.23,4,3,6,61.3,57.0,10435,6.88,6.96,4.24
1.01,3,2,2,62.2,58.0,4775,6.35,6.28,3.93
0.51,4,0,3,62.8,57.0,1264,5.1,5.12,3.21
0.23,4,2,7,59.7,58.0,530,4.02,4.06,2.41
0.58,2,3,5,61.9,55.0,1761,5.33,5.36,3.31
0.5,3,4,2,60.2,61.0,1141,5.16,5.14,3.1
0.28,4,1,4,58.9,58.0,487,4.27,4.32,2.53
1.0,4,2,2,63.3,61.0,4798,6.31,6.29,3.99
0.31,4,2,5,60.7,61.0,583,4.36,4.4,2.66
0.71,4,6,2,59.2,58.0,1932,5.86,5.9,3.48
1.2,3,4,2,62.7,56.0,5746,6.78,6.75,4.24
1.01,3,4,3,60.3,60.0,4638,6.49,6.47,3.91
0.53,1,0,3,63.9,55.0,1318,5.14,5.1,3.27
0.5,2,5,4,62.2,55.0,1282,5.07,5.11,3.16
1.04,2,4,3,59.6,56.0,4077,6.64,6.59,3.94
0.75,2,3,3,62.5,55.0,2378,5.82,5.77,3.62
1.51,3,3,5,60.4,58.0,11480,7.38,7.43,4.47
0.71,2,1,5,61.6,56.0,3553,5.73,5.77,3.54
1.0,2,3,2,61.6,55.0,4956,6.51,6.41,3.98
0.32,2,4,5,62.2,57.0,648,4.38,4.36,2.72
1.22,3,5,2,61.3,58.0,5602,6.94,6.9,4.24
2.53,2,6,3,61.5,53.0,15993,8.78,8.74,5.39
1.01,1,6,4,60.4,64.0,4129,6.48,6.44,3.9
0.82,4,3,2,63.1,52.0,2716,6.02,5.97,3.78
1.11,1,4,3,63.5,60.3,4456,6.49,6.58,4.15
0.7,3,4,2,62.3,58.0,2020,5.63,5.57,3.49
1.41,2,6,4,61.6,56.0,8275,7.19,7.22,4.44
0.32,3,3,3,61.0,59.0,540,4.42,4.36,2.68
0.9,4,2,5,62.3,58.0,4924,6.14,6.16,3.83
0.35,4,3,6,59.3,61.0,921,4.58,4.62,2.73
0.44,1,4,2,63.5,57.0,733,4.82,4.85,3.07
0.9,4,6,5,63.1,59.0,3024,6.09,6.05,3.83
0.51,2,0,2,62.4,57.0,1548,5.11,5.15,3.2
2.11,4,2,3,63.5,55.0,18071,8.08,8.13,5.15
0.3,3,3,5,61.1,62.0,630,4.33,4.28,2.63
0.38,2,2,5,60.4,55.0,871,4.71,4.76,2.86
0.6,2,4,3,61.9,55.0,1238,5.43,5.46,3.37
0.7,2,4,6,62.0,57.0,2541,5.66,5.7,3.52
0.41,2,3,6,62.1,55.0,1151,4.74,4.79,2.96
1.01,1,1,2,57.9,57.0,5233,6.6,6.67,3.84
1.5,2,5,4,61.3,57.0,10080,7.35,7.32,4.5
0.32,3,5,2,61.6,61.0,540,4.4,4.36,2.7
0.62,2,2,2,62.7,54.0,1637,5.47,5.53,3.45
0.73,4,2,7,62.1,57.0,3705,5.74,5.76,3.57
0.51,2,1,5,62.6,55.0,1781,5.11,5.08,3.19
1.62,2,1,5,61.4,57.0,16507,7.58,7.54,4.64
1.08,2,3,5,62.4,55.0,6532,6.62,6.55,4.11
0.38,3,3,4,61.9,58.0,833,4.62,4.66,2.87
0.28,2,1,4,62.0,57.0,598,4.17,4.2,2.59
0.43,3,0,2,61.2,60.0,774,4.8,4.84,2.95
0.52,2,3,6,60.6,57.0,2387,5.21,5.26,3.17
0.33,3,3,6,61.2,60.0,1114,4.44,4.42,2.71
0.96,1,4,3,60.1,64.0,3548,6.43,6.35,3.84
0.3,1,5,4,63.7,58.0,608,4.25,4.23,2.7
0.71,2,0,5,62.7,57.0,3212,5.7,5.75,3.59
0.9,1,5,5,63.7,61.0,3303,6.06,6.1,3.87
0.4,2,5,4,61.5,59.0,736,4.72,4.75,2.91
0.52,2,3,7,62.7,55.0,1906,5.12,5.15,3.22
0.33,2,0,4,61.0,56.0,1077,4.47,4.45,2.72
0.41,3,5,7,59.9,58.0,827,4.81,4.87,2.9
0.7,3,4,7,58.8,58.0,2536,5.88,5.78,3.43
0.32,2,1,4,59.5,57.0,842,4.49,4.45,2.66
0.34,4,2,1,61.1,54.0,999,4.54,4.56,2.78
0.29,4,3,4,62.1,59.0,426,4.22,4.25,2.63
1.01,4,1,5,62.7,57.0,6666,6.31,6.36,3.97
0.24,4,1,7,63.4,57.0,485,3.95,3.97,2.51
1.01,0,2,3,67.3,62.0,3597,6.09,6.03,4.08
0.35,2,6,1,61.8,53.0,569,4.58,4.61,2.84
2.11,3,0,3,60.9,60.0,18575,8.28,8.21,5.02
0.33,1,0,5,63.6,56.0,625,4.38,4.42,2.8
1.09,2,1,2,61.1,55.0,5935,6.66,6.7,4.08
1.03,3,1,3,62.0,59.0,4885,6.42,6.49,4.0
1.13,2,3,5,62.7,56.0,6891,6.61,6.65,4.16
1.0,2,2,5,62.8,57.0,6209,6.35,6.3,3.97
0.4,2,5,5,61.4,58.0,840,4.78,4.73,2.92
1.6,3,5,2,62.1,58.0,8852,7.51,7.47,4.65
1.0,4,5,5,61.9,59.0,5020,6.35,6.38,3.94
0.5,4,3,7,62.9,55.0,1904,5.05,5.09,3.19
1.04,3,1,3,60.1,60.0,4436,6.53,6.51,3.92
0.43,2,5,6,63.0,56.0,968,4.86,4.83,3.05
0.31,2,2,5,61.3,57.0,625,4.3,4.34,2.65
1.01,3,3,4,62.7,56.0,6441,6.46,6.36,4.02
1.01,3,3,5,62.9,58.0,6108,6.39,6.3,3.99
0.7,3,2,2,61.9,58.0,2230,5.69,5.74,3.54
0.92,4,1,2,63.2,58.0,4183,6.18,6.16,3.9
1.21,4,5,3,60.0,58.0,4929,6.89,6.97,4.16
1.03,4,1,3,62.1,59.0,4668,6.43,6.46,4.0
0.4,2,5,5,61.8,56.0,639,4.73,4.79,2.94
0.24,4,1,5,60.1,58.0,419,4.01,4.04,2.42
1.2,4,3,6,60.9,59.0,9139,6.87,6.79,4.16
